customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
1019,Ignazio,Milby,M,42,19-11-73,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14,49
1020,Natala,Thorndale,F,29,10-11-75,,IT,Affluent Customer,N,No,13,47
1021,Elvis,Rixon,M,16,02-10-77,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7,45
1022,Suzann,Wilks,F,56,04-03-90,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14,33
1023,Iseabal,Fullbrook,F,16,23-07-91,,Financial Services,Affluent Customer,N,Yes,6,31
1024,Rhodia,D'Onise,F,17,05-06-92,Social Worker,Health,High Net Worth,N,Yes,2,30
1025,Ario,Jeromson,M,69,30-07-97,Quality Engineer,IT,Mass Customer,N,Yes,5,25
1026,Vernon,Hakking,M,66,29-07-94,,Financial Services,Affluent Customer,N,No,4,28
1027,Rolando,Sherewood,M,33,07-10-66,Statistician I,Financial Services,Affluent Customer,N,No,18,56
1028,Thorn,Torfin,M,10,11-08-99,Project Manager,,High Net Worth,N,No,1,23
1029,Forbes,Londors,M,71,15-02-97,VP Sales,,Mass Customer,N,No,4,26
1030,Nariko,Dummigan,F,9,05-05-62,Food Chemist,Health,Mass Customer,N,No,5,60
1031,Roi,Ogden,M,75,15-09-83,Junior Executive,Manufacturing,Mass Customer,N,No,6,39
1032,Maribelle,Werndly,F,36,18-07-78,Executive Secretary,,Mass Customer,N,Yes,18,44
1033,Jacob,Claringbold,M,70,06-01-95,,,Affluent Customer,N,Yes,3,28
1034,Denney,Cretney,M,16,12-05-76,,,High Net Worth,N,Yes,3,46
1035,Kara-lynn,Doddridge,F,77,02-11-76,Operator,Retail,Affluent Customer,N,Yes,5,46
1036,Randene,Ingle,F,6,28-11-69,Paralegal,Financial Services,Mass Customer,N,Yes,12,53
1037,Sissie,Rielly,F,95,08-08-56,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10,66
1039,Nona,Diamant,F,24,14-03-75,,,High Net Worth,N,Yes,15,48
1040,Jacenta,Wedlock,F,78,04-03-75,Food Chemist,Health,High Net Worth,N,No,9,48
1041,Free,Bonniface,M,95,25-05-59,,Property,Affluent Customer,N,No,15,63
1042,Isacco,Woodwind,M,0,14-01-76,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11,47
1043,Giorgi,Hurford,M,34,20-10-86,Sales Associate,Financial Services,Mass Customer,N,Yes,16,36
1045,Aeriel,Everest,F,88,08-05-86,,Financial Services,Mass Customer,N,Yes,19,36
1046,Shir,Clevely,F,0,23-07-55,Budget/Accounting Analyst II,,Affluent Customer,N,No,11,67
1047,Standford,Tanswill,M,39,03-09-78,VP Accounting,Financial Services,Affluent Customer,N,No,11,44
1048,Braden,Lamming,M,99,08-06-76,Internal Auditor,,Affluent Customer,N,No,15,46
1049,Fraser,Gaenor,M,35,02-03-96,Software Consultant,Property,Mass Customer,N,No,2,27
1050,Marjie,Ghion,F,7,29-07-73,Software Consultant,Telecommunications,Mass Customer,N,Yes,15,49
1051,Xylia,Lange,F,34,29-09-77,Help Desk Technician,Property,High Net Worth,N,Yes,14,45
1052,Dela,Flannigan,F,31,02-02-86,Junior Executive,Financial Services,High Net Worth,N,No,3,37
1053,Davon,Stanyland,M,98,20-05-62,,Manufacturing,Mass Customer,N,Yes,8,60
1054,Natal,Matiewe,M,27,09-08-83,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13,39
1055,Danell,Rose,F,30,08-06-88,Data Coordiator,Manufacturing,Mass Customer,N,No,12,34
1056,Kendricks,Markel,M,96,18-12-66,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6,56
1057,Laryssa,Durdle,F,73,06-04-69,Registered Nurse,Health,Mass Customer,N,No,5,54
1058,Gretel,Gionettitti,F,37,24-10-87,Research Assistant IV,Retail,Affluent Customer,N,Yes,4,35
1059,Chantal,Plante,F,68,16-02-68,Account Representative III,Entertainment,High Net Worth,N,Yes,6,55
1060,Vanda,Boadby,F,88,23-11-61,Associate Professor,Argiculture,Affluent Customer,N,Yes,13,61
1061,Anderson,,M,34,07-11-88,Speech Pathologist,Financial Services,Mass Customer,N,No,19,34
1062,Tish,Mowett,F,32,28-09-75,Junior Executive,,Mass Customer,N,No,14,47
1063,Terrence,Geck,M,22,01-03-87,Actuary,Financial Services,Affluent Customer,N,Yes,13,36
1064,Thornie,Andrusov,M,3,13-06-77,Librarian,Entertainment,Affluent Customer,N,Yes,8,45
1065,Chilton,Ghirigori,M,8,27-06-62,Quality Engineer,Financial Services,Mass Customer,N,Yes,8,60
1066,Hailey,Ricciardi,M,45,06-10-95,Recruiter,Telecommunications,High Net Worth,N,No,12,27
1067,Berri,Cotillard,F,13,17-05-65,Engineer IV,Financial Services,Mass Customer,N,Yes,13,57
1068,Frazer,Searston,M,5,21-03-95,,Health,Mass Customer,N,Yes,3,28
1069,Reese,Titterington,M,85,15-04-76,Web Designer I,Telecommunications,Mass Customer,N,No,15,46
1070,Albert,Gomery,M,5,04-06-95,Account Representative IV,,Mass Customer,N,No,1,27
1071,Chrisy,Miranda,M,68,29-12-86,,Retail,High Net Worth,N,No,1,36
1072,Curt,Petrello,M,60,01-06-57,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,65
1073,Elbertina,Donne,F,77,25-02-80,Associate Professor,,Affluent Customer,N,Yes,7,43
1074,Griswold,Juett,M,43,14-07-74,Accounting Assistant IV,,High Net Worth,N,Yes,18,48
1075,Cullin,Elcoate,M,26,25-07-67,Administrative Officer,Manufacturing,High Net Worth,N,No,7,55
1076,Siegfried,Trattles,M,33,06-06-00,Pharmacist,Health,Affluent Customer,N,No,2,22
1077,Sheba,Este,F,8,11-10-55,,Telecommunications,Mass Customer,N,Yes,18,67
1078,Abe,Pilley,M,69,05-06-76,Executive Secretary,Manufacturing,Mass Customer,N,No,20,46
1079,Dennie,L' Anglois,M,70,03-01-78,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18,45
1080,Monah,Talbot,F,70,26-12-99,Speech Pathologist,Property,Mass Customer,N,Yes,2,23
1081,Marga,Cradduck,F,25,21-10-85,Social Worker,Health,Mass Customer,N,No,16,37
1083,Chadd,Fowlds,M,46,07-08-96,VP Product Management,,Affluent Customer,N,No,1,26
1084,Serena,Jagson,F,54,18-05-94,Accounting Assistant I,Retail,Affluent Customer,N,No,8,28
1085,Lucho,Strafen,M,4,12-09-75,Internal Auditor,Health,Mass Customer,N,No,8,47
1086,Ezechiel,Parnall,M,84,21-06-89,Statistician IV,Property,Mass Customer,N,Yes,4,33
1087,Lian,Madrell,F,39,18-09-79,Financial Analyst,Financial Services,Mass Customer,N,Yes,8,43
1088,Andy,Polgreen,F,19,21-07-89,Design Engineer,,High Net Worth,N,Yes,3,33
1089,Korney,Hess,F,90,17-09-88,Product Engineer,Property,Affluent Customer,N,No,12,34
1090,Lorettalorna,,F,15,15-07-75,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17,47
1091,Keith,Housden,M,19,15-04-80,,Health,Mass Customer,N,No,15,42
1092,Katlin,Creddon,F,56,22-08-35,VP Quality Control,Retail,Mass Customer,N,No,5,87
1093,Clarita,Penright,F,63,13-09-96,Business Systems Development Analyst,,Affluent Customer,N,No,5,26
1094,Shaughn,Salters,M,48,27-12-75,Dental Hygienist,Health,High Net Worth,N,No,19,47
1095,Emelda,Gerler,F,2,29-08-58,Project Manager,Health,Mass Customer,N,No,6,64
1096,Jakie,Mungham,M,33,29-11-69,Software Test Engineer I,Health,High Net Worth,N,No,14,53
1097,Gwenora,Grabbam,F,71,31-01-68,Engineer II,Financial Services,Mass Customer,N,Yes,18,55
1098,Maure,Crow,F,99,01-02-89,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12,34
1099,Jarrett,Maffia,M,12,13-01-75,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11,48
1100,Cord,Braundt,M,59,02-01-83,Engineer I,Manufacturing,Mass Customer,N,No,15,40
1101,Haily,McWilliams,F,76,22-12-68,Senior Editor,,Mass Customer,N,No,15,54
1102,Stephana,Puzey,F,16,17-08-76,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15,46
1103,Glynnis,Sailor,F,76,30-01-78,Financial Advisor,Financial Services,High Net Worth,N,Yes,20,45
1104,Jewelle,Pincott,F,82,31-12-59,Programmer III,Retail,Mass Customer,N,No,8,63
1105,Sherman,McCusker,M,39,10-02-90,General Manager,,Mass Customer,N,No,18,33
1106,Sibyl,Bigmore,F,2,17-12-62,Software Consultant,Retail,Mass Customer,N,No,15,60
1107,Maridel,Whitby,F,70,17-07-74,Social Worker,Health,High Net Worth,N,No,18,48
1108,Ginnie,Farriar,F,86,06-03-62,Dental Hygienist,Health,Mass Customer,N,No,17,61
1109,Nestor,Billingsley,M,21,01-09-89,Web Developer II,Entertainment,High Net Worth,N,No,6,33
1110,Lazar,Cherryman,M,73,17-03-91,Information Systems Manager,Retail,High Net Worth,N,No,12,32
1111,Zach,Maynard,M,96,04-03-60,Director of Sales,,High Net Worth,N,Yes,18,63
1112,Jarrett,Chiplin,M,25,22-05-81,,,Mass Customer,N,Yes,13,41
1113,Dorie,Willock,M,45,24-06-92,Recruiter,Property,Mass Customer,N,No,6,30
1114,Evonne,Southan,F,96,03-06-76,Structural Engineer,Retail,Mass Customer,N,No,14,46
1115,Merola,Stutard,F,33,18-01-70,Account Coordinator,,High Net Worth,N,Yes,17,53
1116,Tori,Coche,F,59,26-06-74,Assistant Manager,Health,Mass Customer,N,Yes,16,48
1117,Georgena,Guilaem,F,83,01-12-75,Quality Engineer,,Affluent Customer,N,No,14,47
1118,Colline,Coulman,F,95,19-12-75,Sales Representative,Retail,Mass Customer,N,Yes,9,47
1119,Lemmy,Bennit,M,43,09-10-76,,Entertainment,Mass Customer,N,Yes,19,46
1120,Jacquelyn,Rowlinson,F,87,31-08-80,Web Developer IV,Retail,Affluent Customer,N,No,12,42
1121,Dione,Raithby,F,30,21-01-84,Registered Nurse,Health,Mass Customer,N,Yes,3,39
1122,Gerladina,Carney,F,59,19-12-85,,,Mass Customer,N,No,11,37
1123,Dominick,Downey,M,50,18-06-62,,Property,Mass Customer,N,No,13,60
1124,Eben,Threader,M,36,03-02-65,Health Coach III,Health,Affluent Customer,N,Yes,9,58
1125,Raff,Everley,M,25,19-01-90,Software Test Engineer III,IT,Affluent Customer,N,No,9,33
1126,Atlante,Sonley,F,77,27-09-73,Executive Secretary,,Mass Customer,N,No,14,49
1127,Elly,Ormshaw,F,30,27-02-91,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,8,32
1128,Kirsten,Longman,F,47,12-04-92,Financial Advisor,Financial Services,Mass Customer,N,Yes,8,31
1129,Hercule,,M,2,29-06-77,VP Marketing,Entertainment,Mass Customer,N,Yes,9,45
1130,Juli,Prine,F,90,06-12-64,Sales Associate,,Mass Customer,N,No,16,58
1131,Sigmund,Barkworth,M,16,07-08-56,VP Marketing,,Mass Customer,N,No,15,66
1132,Coriss,Darkott,F,99,01-08-85,Actuary,Financial Services,Affluent Customer,N,Yes,9,37
1133,Forrester,McFetridge,M,88,26-01-68,,Manufacturing,Affluent Customer,N,No,6,55
1134,Sullivan,Scullion,M,22,30-09-94,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,3,28
1135,Mireielle,Avrasin,F,60,03-05-80,Software Engineer IV,Financial Services,Mass Customer,N,Yes,11,42
1136,Ivan,Blackhall,M,72,31-08-77,Executive Secretary,Property,High Net Worth,N,No,7,45
1137,Jermayne,Hryniewicki,M,46,03-07-77,Business Systems Development Analyst,,Mass Customer,N,No,18,45
1138,Elli,Loxdale,F,77,21-09-91,Statistician I,Retail,Mass Customer,N,Yes,5,31
1139,Shellysheldon,Wickey,M,52,15-09-82,Editor,Manufacturing,Mass Customer,N,Yes,16,40
1140,Deana,Rathbourne,F,32,25-02-86,Executive Secretary,,Mass Customer,N,Yes,13,37
1141,Shannah,Gritsaev,F,70,19-09-81,,Financial Services,High Net Worth,N,Yes,4,41
1142,Michal,Paiton,M,95,07-05-98,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2,24
1143,Goraud,Boissieux,M,64,06-03-55,Office Assistant IV,Health,Mass Customer,N,Yes,6,68
1144,Damon,Phelip,M,73,12-12-96,Environmental Specialist,Health,High Net Worth,N,Yes,5,26
1145,Korella,Begin,F,80,26-09-65,,Property,Mass Customer,N,Yes,14,57
1146,Hadleigh,Birley,M,88,31-08-92,Assistant Professor,Financial Services,High Net Worth,N,No,8,30
1147,Tate,Studholme,M,71,09-07-68,Health Coach II,Entertainment,High Net Worth,N,Yes,9,54
1148,Inigo,Ojeda,M,60,28-09-87,Statistician IV,Financial Services,High Net Worth,N,No,5,35
1149,Ki,Odo,F,29,30-09-67,Developer III,,Affluent Customer,N,Yes,14,55
1150,Bernelle,Warwick,F,64,26-09-75,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13,47
1151,Brena,Amburgy,F,27,06-04-65,VP Product Management,Argiculture,High Net Worth,N,Yes,19,58
1152,Humfrid,Ducket,M,47,23-06-98,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3,24
1153,Mirilla,Lothlorien,F,53,17-01-95,Desktop Support Technician,Health,Mass Customer,N,Yes,3,28
1154,Chase,Youd,M,26,24-11-74,Research Nurse,Health,Mass Customer,N,Yes,20,48
1155,Janetta,Hartrick,F,73,15-01-94,VP Marketing,Property,Mass Customer,N,Yes,9,29
1156,Breena,Risebrow,F,22,16-10-97,Marketing Assistant,Argiculture,Mass Customer,N,Yes,1,25
1157,Saunder,Camerati,M,69,03-04-74,Research Nurse,Health,Affluent Customer,N,Yes,17,49
1158,Butch,Geertje,M,85,17-02-85,Senior Quality Engineer,,Mass Customer,N,Yes,19,38
1159,Elbert,Bridgement,M,94,28-01-93,Librarian,Entertainment,Mass Customer,N,No,1,30
1160,Trisha,Nisuis,F,98,08-04-65,Speech Pathologist,IT,Affluent Customer,N,No,10,58
1161,Sibylle,Cutsforth,F,86,14-01-77,Senior Quality Engineer,Retail,Mass Customer,N,No,15,46
1162,Ambrose,Raiston,M,29,13-04-90,Marketing Assistant,,Mass Customer,N,Yes,7,33
1163,Manolo,Dwire,M,77,13-11-81,Cost Accountant,Financial Services,High Net Worth,N,Yes,8,41
1164,Gilligan,Mowat,F,97,09-01-77,Food Chemist,Health,Mass Customer,N,Yes,17,46
1165,Fanni,Wakelin,F,58,23-06-93,Administrative Assistant IV,Financial Services,High Net Worth,N,No,2,29
1166,Fannie,Devil,F,40,05-12-72,Quality Control Specialist,Health,Affluent Customer,N,No,8,50
1167,Elberta,Crickett,F,20,03-06-96,Software Test Engineer III,Health,Mass Customer,N,No,4,26
1168,Iosep,Shaddick,M,44,16-02-65,Pharmacist,Health,Affluent Customer,N,No,18,58
1169,Kessiah,Corden,F,33,09-08-67,Actuary,Financial Services,Mass Customer,N,Yes,13,55
1170,Lari,Rotte,F,62,30-11-64,Assistant Professor,IT,Mass Customer,N,Yes,4,58
1171,Ilise,Solloway,F,32,15-08-71,Human Resources Manager,,Affluent Customer,N,Yes,8,51
1172,Smith,Babbs,M,48,12-04-74,Recruiter,,Mass Customer,N,Yes,17,49
1173,Gertie,Chaim,F,58,02-03-78,Statistician IV,Retail,High Net Worth,N,No,16,45
1175,Paige,Hodgin,M,8,22-09-85,Human Resources Manager,,Mass Customer,N,No,8,37
1176,Celia,Dockerty,F,7,16-01-76,Software Engineer IV,,Affluent Customer,N,Yes,7,47
1177,Bobbette,Pozzi,F,47,31-08-53,Food Chemist,Health,Affluent Customer,N,Yes,6,69
1178,Angelo,Byne,M,1,26-05-70,Pharmacist,Health,Mass Customer,N,No,13,52
1179,Kerry,Pashenkov,M,56,15-08-88,Media Manager IV,Financial Services,High Net Worth,N,Yes,13,34
1180,Gaye,Quickenden,F,48,17-08-75,Account Representative I,Financial Services,Affluent Customer,N,No,10,47
1181,Brita,Plant,F,2,06-06-78,Tax Accountant,Argiculture,Mass Customer,N,No,8,44
1182,Carolann,Ottiwill,F,84,11-01-75,Data Coordiator,IT,Mass Customer,N,Yes,7,48
1183,Joe,Shalliker,M,50,14-11-58,Media Manager II,,Affluent Customer,N,No,6,64
1184,Auberta,Teodori,F,89,07-10-68,Social Worker,Health,Mass Customer,N,No,13,54
1185,Xena,Rossbrooke,F,17,23-07-00,VP Product Management,,Mass Customer,N,Yes,2,22
1186,Brantley,Cecchi,M,70,28-05-77,Help Desk Operator,Manufacturing,Affluent Customer,N,Yes,20,45
1187,Antonino,Hogben,M,65,21-10-98,,Financial Services,Mass Customer,N,No,1,24
1188,Sally,Cominoli,F,14,23-02-84,Statistician IV,,Affluent Customer,N,Yes,4,39
1189,Mart,Bazoche,M,22,29-08-88,Geologist I,Health,High Net Worth,N,Yes,8,34
1190,Sib,Gilby,F,67,07-09-68,Assistant Professor,Financial Services,Affluent Customer,N,Yes,10,54
1191,Merrielle,Vegas,F,20,22-05-96,Director of Sales,,Mass Customer,N,Yes,1,26
1192,Hollyanne,McCarter,F,31,12-12-69,VP Quality Control,Manufacturing,Mass Customer,N,No,16,53
1193,Quintus,Whear,M,58,21-01-86,Safety Technician I,Retail,High Net Worth,N,No,5,37
1194,Audry,Scurrey,F,69,25-03-92,Junior Executive,Telecommunications,Affluent Customer,N,No,3,31
1195,Ally,Folliott,F,0,22-03-78,VP Marketing,Telecommunications,Mass Customer,N,No,18,45
1196,Phillie,Bradforth,F,23,19-03-98,Research Nurse,Health,Mass Customer,N,No,2,25
1197,Isobel,Lampett,F,44,16-10-97,Professor,Financial Services,High Net Worth,N,Yes,5,25
1198,Alina,Rickson,F,73,30-09-73,Sales Representative,Retail,High Net Worth,N,No,7,49
1199,Ludovico,Bertot,M,7,14-06-58,VP Accounting,Financial Services,Affluent Customer,N,Yes,5,64
1200,Hedda,Lathom,F,38,30-04-74,Librarian,Entertainment,High Net Worth,N,No,18,48
1201,Stephani,Mellhuish,F,42,28-11-55,,Manufacturing,Mass Customer,N,No,10,67
1202,Rollie,,M,90,26-02-92,Sales Representative,Retail,Mass Customer,N,Yes,8,31
1203,Claresta,Carnier,F,38,06-05-88,Technical Writer,Health,Affluent Customer,N,No,22,34
1204,Trudy,Huffy,F,12,24-03-71,Senior Developer,Manufacturing,Affluent Customer,N,Yes,16,52
1205,Barton,Baudts,M,38,05-06-78,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13,44
1206,Lucina,Metcalf,F,13,07-05-78,Paralegal,Financial Services,Mass Customer,N,No,13,44
1207,Mabel,Marousek,F,30,25-09-97,Engineer IV,Health,Mass Customer,N,No,1,25
1208,Lira,Durn,F,23,26-12-83,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,No,15,39
1209,Jacky,Jerosch,M,40,06-09-77,Senior Developer,Property,High Net Worth,N,Yes,11,45
1211,Gunar,Petasch,M,45,23-07-78,VP Sales,Financial Services,Affluent Customer,N,Yes,14,44
1212,Cindy,Freeborn,F,28,24-10-68,Legal Assistant,Property,Affluent Customer,N,No,13,54
1213,Matthieu,Schruur,M,80,21-10-73,Accounting Assistant II,,High Net Worth,N,No,15,49
1214,Martino,Shalcros,M,0,01-05-89,Internal Auditor,Property,High Net Worth,N,No,15,33
1215,Dyann,Turbard,F,79,26-02-67,VP Quality Control,Manufacturing,Mass Customer,N,No,11,56
1216,Frank,Vallerine,F,15,25-06-59,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10,63
1217,Dulcinea,Janssen,F,67,19-08-68,Structural Engineer,Manufacturing,High Net Worth,N,No,16,54
1218,Marlie,Lister,F,12,09-01-82,,,Mass Customer,N,Yes,7,41
1219,Kaine,Parkeson,M,93,04-11-71,,Financial Services,Mass Customer,N,No,14,51
1220,Paulie,Akerman,M,12,08-06-87,Editor,,High Net Worth,N,No,14,35
1221,Byrom,Draisey,M,75,25-09-95,VP Product Management,Health,High Net Worth,N,Yes,14,27
1222,Barbey,Ville,F,83,01-11-70,Account Executive,Property,Mass Customer,N,No,19,52
1223,Kristyn,,F,19,05-01-65,Senior Sales Associate,Manufacturing,Mass Customer,N,Yes,16,58
1224,Aundrea,Reisenberg,F,9,04-04-77,Junior Executive,Manufacturing,Mass Customer,N,No,16,46
1225,Arte,Witchell,M,5,22-01-88,Clinical Specialist,Health,Mass Customer,N,Yes,10,35
1226,Constantia,Sirr,F,32,16-03-81,Director of Sales,Health,Mass Customer,N,Yes,13,42
1227,Carlina,Pencot,F,63,30-09-89,Software Engineer I,IT,Affluent Customer,N,Yes,12,33
1228,Marti,Bisterfeld,F,43,27-04-62,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,6,60
1229,Sebastian,Trass,M,38,08-01-00,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1,23
1230,Eben,Powley,M,61,24-07-85,,Financial Services,Mass Customer,N,Yes,10,37
1231,Aloisia,Shawel,F,94,28-07-73,Social Worker,Health,Affluent Customer,N,No,18,49
1232,Stillmann,Wilfling,M,83,12-09-59,Help Desk Operator,Property,Affluent Customer,N,No,20,63
1233,Keeley,Hawsby,F,17,07-07-78,,Retail,Affluent Customer,N,Yes,16,44
1234,Rancell,Yven,M,87,19-04-65,Geologist I,,Mass Customer,N,No,17,57
1235,Sharon,Cranage,F,24,28-02-69,Dental Hygienist,Health,Mass Customer,N,No,9,54
1236,Bryanty,Megarrell,M,75,21-05-74,Web Designer IV,Financial Services,High Net Worth,N,Yes,18,48
1237,Junia,Humerstone,F,6,31-12-69,Research Nurse,Health,High Net Worth,N,No,16,53
1238,Steward,Beedham,M,24,01-06-78,Graphic Designer,,Affluent Customer,N,Yes,6,44
1239,Carroll,Cobbin,M,9,28-02-78,,,Mass Customer,N,Yes,17,45
1240,Pen,Earey,F,64,13-05-65,Sales Associate,Manufacturing,Mass Customer,N,Yes,19,57
1241,Lolly,Junkison,F,23,22-03-86,Pharmacist,Health,Affluent Customer,N,Yes,11,37
1242,Bartholomeo,Meeke,M,36,04-02-73,Human Resources Assistant III,Property,High Net Worth,N,Yes,18,50
1243,Robbert,Blakey,M,73,09-08-53,Research Assistant II,Retail,Mass Customer,N,No,8,69
1245,Erin,Shawell,M,34,31-05-94,Product Engineer,Manufacturing,Affluent Customer,N,No,1,28
1246,Ibrahim,Wibrew,M,94,10-08-93,,,High Net Worth,N,No,6,29
1247,Hildagarde,Eyrl,F,15,05-10-60,Geologist I,Entertainment,Affluent Customer,N,No,11,62
1248,Genia,Bartel,F,31,18-12-63,General Manager,,Affluent Customer,N,Yes,7,59
1249,Tabb,McKeowon,M,11,31-10-67,,Telecommunications,Mass Customer,N,No,16,55
1250,Jacklyn,Kewley,F,42,02-11-01,Help Desk Technician,Manufacturing,Mass Customer,N,No,1,21
1251,Codie,Arnecke,M,63,01-10-97,Desktop Support Technician,Property,Mass Customer,N,No,2,25
1252,Les,Ellwood,M,46,16-01-65,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14,58
1253,Mahalia,,F,81,19-08-96,Research Assistant I,Manufacturing,Mass Customer,N,No,5,26
1254,Quillan,McDuffie,M,60,18-12-58,Graphic Designer,Retail,Mass Customer,N,Yes,5,64
1255,Erhart,Glazebrook,M,5,20-05-82,,Health,Affluent Customer,N,No,11,40
1256,Granny,Lukes,M,8,11-05-86,Food Chemist,Health,High Net Worth,N,No,9,36
1257,Prentiss,MacVicar,M,40,19-06-72,Assistant Professor,Property,Affluent Customer,N,Yes,9,50
1258,Nefen,Ferriere,M,89,21-04-78,Geological Engineer,Manufacturing,Mass Customer,N,No,6,44
1259,Emmi,Dymock,F,23,24-11-73,Assistant Professor,Financial Services,Mass Customer,N,No,9,49
1260,Fremont,Spawton,M,92,01-10-89,Tax Accountant,Property,Mass Customer,N,No,9,33
1261,Candice,Lohde,F,61,16-02-71,Legal Assistant,Manufacturing,Mass Customer,N,No,4,52
1262,Aindrea,MacConchie,F,90,07-12-67,Technical Writer,,High Net Worth,N,Yes,19,55
